,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.37,22.08,21.71,44.8,42.9,21.97,22.58,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,8/30/2023,2,25,41,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,12,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
11720,11960,11600,11760,25560,13880,12400,4080,13360,29080,10720,13280,13040,9720,13200,13440,12560,13440,13840,55880,12440,11640,1200,182480,,,,,,,,,,,,
27680,25640,13360,12400,11480,19960,17080,13000,12800,11320,8080,31320,28960,12680,12720,13600,15840,11360,20000,12880,10440,11120,1320,171800,,,,,,,,,,,,
18600,12040,12080,33520,12520,23520,13360,12040,26640,12800,11880,23680,10280,12600,14760,16360,26480,12600,11600,11160,10240,9520,1560,195760,,,,,,,,,,,,
11320,13680,11680,12280,12320,20920,12040,13240,13440,8560,10040,13760,13640,30440,12640,14200,13400,13080,10600,11200,15040,11000,1480,203920,,,,,,,,,,,,
13480,21120,15280,13560,12560,14360,12000,12400,9280,12480,13200,8840,15280,12000,13680,31280,12960,22800,12400,10680,12560,11600,1800,238680,,,,,,,,,,,,
13320,11680,13720,28120,13800,13840,13440,12360,10120,12120,12880,12920,15520,15600,14720,13040,7560,6440,13040,21920,16880,21160,2560,201480,,,,,,,,,,,,
20520,11680,13680,14400,15320,12640,13720,13160,11520,15040,19640,22720,15280,14440,13960,1800,11760,5640,13960,12120,21080,14440,1160,179000,,,,,,,,,,,,
12200,12760,14960,12040,13600,14160,13040,12200,12880,12600,12120,12920,12600,13200,13480,9160,13680,24440,18200,12200,1360,16040,1520,181560,,,,,,,,,,,,
19240,13720,14840,14560,12560,12840,12000,13440,14080,21600,15560,13080,5440,14920,13840,13680,14560,18600,13280,11920,22080,25360,1240,181160,,,,,,,,,,,,
12360,12800,12880,11160,16800,12800,12400,13240,1440,8960,11600,10080,15920,12640,24040,19600,17080,12760,21480,15880,12920,10920,2480,349800,,,,,,,,,,,,
12560,11960,12960,12280,13360,31920,15120,13360,12200,13920,11200,13360,13720,29440,10480,12200,12680,25320,13040,19120,11680,20800,1840,285200,,,,,,,,,,,,
11000,9720,2760,12080,18800,11200,15080,10600,20920,20920,11360,11440,24640,11600,21800,11840,10760,18760,12640,22080,12560,11560,1520,211640,,,,,,,,,,,,
10960,12680,13080,23120,13960,20280,13680,13520,16400,14520,8400,13720,12680,12240,14040,21640,28240,12560,12920,13240,11760,13280,1680,309680,,,,,,,,,,,,
10360,40240,11160,10440,20560,10200,11080,15560,10000,14800,12280,11560,8440,12320,23920,11920,15200,13400,12040,19880,10720,22520,1240,170400,,,,,,,,,,,,
11800,19160,12960,21160,11920,11560,15360,20760,13040,14320,12320,13880,12760,13960,23400,14200,17040,14640,13560,21760,12560,13720,1280,172480,,,,,,,,,,,,
10240,12520,18960,15920,11680,11560,19640,8600,7920,11440,10320,10960,12000,14040,25760,7360,12360,14760,37120,9480,10440,18040,1560,169000,,,,,,,,,,,,
Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assay,ID,,,,,,2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
